protein1 protein2 combined_score
polr3b smarca5 0.770297759907
polr3b smarca2 0.474117647059
mapk3 myb 0.387375252618
prkacaa tab1 0.356470588235
cad frk 0.456276912472
kras rac1a 0.492632417599
kras rac1b 0.469383282833
csf1ra notch2 0.340158612365
hdac3 polr2b 0.333157099302
cpsf3 nhp2l1a 0.531764705882
fgfr4 rhoua 0.495791398926
cacna1c prkacaa 0.482352941176
cacna1c prkacab 0.481764705882
polr1b zgc:171795 0.584117647059
bmp2b mapk11 0.341176470588
bmp2b mapk13 0.341176470588
crkl kdrl 0.436469391964
aldh1l1 ddx27 0.568176210878
rem2 src 0.339188248688
bmp2b smo 0.507803046059
cpsf3 smc4 0.369611914609
kcnk5b scn12aa 0.38738926861
bmpr1ba gata6 0.350207849855
bmpr1ba gata5 0.345250104399
bmpr1ba gata4 0.450690264961
bmpr1ba gata3 0.341349402455
cdk1 ralbb 0.450960974077
ddx27 smarca4a 0.480044120641
kita ywhag1 0.372264047528
hdac4 notch2 0.455132650623
smad2 zap70 0.378473633796
prkca ret 0.594538774406
flt1 met 0.330679210887
ctnnb2 zap70 0.33513867358
rela shhb 0.411852352515
rela shha 0.362454174231
aurkb desma 0.421557785447
flt4 ppm1db 0.348823529412
flt4 ppm1da 0.348823529412
kdr pak2a 0.636973706067
atr smc4 0.489044384161
hsp70l si:dkey-110j1.3 0.390588235294
mpx myb 0.57771028823
grb2a kdrl 0.400588235294
gna12 kras 0.388823529412
rem2 si:dkey-263f15.2 0.397058823529
bmpr1bb kdrl 0.332406097824
melk si:ch73-266o15.4 0.368235294118
igf1rb tnnc1a 0.364987535956
hdac3 tcf7 0.551056156817
ctnnb2 hdac3 0.417125137318
stat1b yes1 0.556542470906
brd4 mapk14a 0.387441416261
jupa rac3b 0.389411764706
jupa rac3a 0.389411764706
ralbb tubg1 0.421885487712
frk rac2 0.347616902847
hsp90ab1 rarga 0.426770399747
hsp90ab1 rargb 0.437348637549
egfra kdr 0.726681963548
bmpr2a nog3 0.589140344844
bmpr2a nog2 0.41
insra pptc7 0.348823529412
cct5 hsp90ab1 0.634635236373
eftud2 mapk3 0.37118396751
pikfyve wu:ft34d10 0.455882352941
brd4 smarca4a 0.374553945567
ctnnb1 gsk3b 0.699301396644
rpa1 zgc:110289 0.531764705882
pold1 top2b 0.602459653233
fgf4 gsk3b 0.612529196377
smarca2 wu:fi34d11 0.522352941176
polr2gl snrpb2 0.537058823529
gli1 smo 0.835912398809
furina pkn2 0.416240466003
cdk1 foxa2 0.427352910283
cdc42 kita 0.49411060842
ddx27 pak2a 0.349539830866
gnav1 ralbb 0.387058823529
fgfr2 prkar1aa 0.359460100458
cdk1 cib2 0.370136972708
pnpla6 polr1c 0.670093402171
pnpla6 polr1a 0.616830086396
notch3 rela 0.524030341572
jak3 met 0.472760626458
btk igf1ra 0.38370347448
btk igf1rb 0.38370347448
bmp2b tcf7l1a 0.578187711002
gnaia rhobtb2b 0.344705882353
ret si:dkey-110j1.3 0.337058823529
lef1 szl 0.425397631904
rhoad si:ch211-241j12.3 0.367058823529
snrpd1 zgc:112305 0.572941176471
osr2 shank3b 0.418615251579
jak2a tnnt2d 0.411764705882
prkacb zgc:110250 0.374117647059
sdc2 spna2 0.387930360991
acta2 nifk 0.349656217739
mtor spna2 0.555475437302
dhx8 snrpd1 0.51994130292
acvr2b fgfr1a 0.441414552264
polr2d polr2gl 0.871968968756
lrguk polr3b 0.367647058824
mysm1 zgc:86709 0.427058823529
fras1 rela 0.337550325316
ctnnd1 kita 0.35495377086
dpydb nos1 0.437058823529
mpx rag1 0.34273072938
rap1b si:dkey-263f15.2 0.397058823529
mapk1 syk 0.380466542669
egf stat3 0.536593708188
rps24 s1pr4 0.411764705882
akt2 insb 0.603154676516
gata5 jun 0.409369472495
gnaia si:dkey-263f15.2 0.344705882353
cwc22 ube4a 0.350588235294
musk smad7 0.399991961274
pnpla6 rac1b 0.348110683512
pnpla6 rac1a 0.373537197177
hdac3 smad3b 0.366816433094
hdac3 smad3a 0.401347603602
cdk1 ehmt1b 0.371764705882
cdk1 ehmt1a 0.371764705882
rps5 snu13b 0.611210858897
hsp90ab1 stat3 0.450279429406
prkcg zgc:171516 0.378235294118
actc1a flt4 0.344100539712
actc1a flt1 0.508656245661
pold1 rpa1 0.800357497275
gnao1b si:dkey-24p1.4 0.344705882353
gdf11 si:dkey-264o13.1 0.347647058824
met ppm1db 0.348823529412
met ppm1da 0.348823529412
actn2b ilk 0.666314989297
polr1a zgc:110289 0.571176470588
rpl10 rpl23a 0.703177984477
mapk8b sdc2 0.367547867517
akt2 vegfab 0.461680324655
hdac1 smad3a 0.66113041583
acta1b top2b 0.458138489299
crkl jak1 0.456934068642
crkl jak3 0.390463480407
faub rpl11 0.587647058824
faub rpl10 0.587058823529
bmp7a smad7 0.658418178804
bmp7a smad5 0.841319613534
bmp7a smad2 0.734449250132
bmp7a smad1 0.735396666421
bmp7a smad9 0.58665249627
actn2b crk 0.359682136662
bmp4 rel 0.481315751492
bmp4 ret 0.440520122891
rpl5a si:ch73-266o15.4 0.556470588235
hdac1 tp53 0.6463772202
rela shank3b 0.553889524779
ccnd1 smad3a 0.336215398664
jak3 shank3b 0.364408396703
polr2j zgc:110289 0.587647058824
ctnnb1 wnt3a 0.651071378383
rac1a zgc:86709 0.444705882353
mapk1 rem2 0.478225501336
hdac1 polr1a 0.435738873825
ihhb jupa 0.365970854449
aclya musk 0.337058823529
ralbb rhobtb1 0.397058823529
foxo3b stat3 0.682607100307
fgf8a ihha 0.409449183992
polr3b tubg1 0.33629494764
ppm1f si:ch211-163m16.1 0.440588235294
hsp90aa1.2 stn 0.441072746556
edaradd fsta 0.350743312864
map3k3 mapk14b 0.407058823529
map3k3 mapk14a 0.400588235294
kdrl smad5 0.3650568998
map3k14b nfkb2 0.544705882353
hdac3 smarca2 0.536470588235
smad1 tp53 0.333768193216
mapk8b sirt1 0.334015734449
uba52 usp28 0.419411764706
dkc1 pola1 0.333128035945
ret tp53 0.421182520504
actc1b rhov 0.369773416031
actc1b rhoq 0.367058823529
actc1b rhoj 0.367058823529
actc1b rhoh 0.367058823529
crk mapk14a 0.359794357437
cdk2 smc4 0.494117647059
ttn.1 tubg1 0.41803322983
ddx27 zgc:110388 0.576470588235
hsp90ab1 si:ch1073-55a19.2 0.435294117647
acvr2aa fsta 0.724927805068
nos1 ttn.1 0.344072010859
bmpr1aa hfe2 0.51496984091
rhobtb2b si:ch211-241j12.3 0.367058823529
gnai3 rap1aa 0.387058823529
rps3 rpsa 0.806739719133
nos2b notch1b 0.331764705882
lamc1 pak2a 0.420508520537
pnpla6 pold1 0.429291950888
acaca syk 0.509411764706
dpydb polr1c 0.361764705882
gsk3b pak2a 0.398093040701
gart igf1ra 0.370489106497
gart igf1rb 0.370489106497
rac2 rhobtb1 0.532941176471
pdp1 yes1 0.348823529412
mapk12a yes1 0.333529411765
pafah1b1b rac1a 0.44749810045
pafah1b1b rac1b 0.441901550881
hspa5 umps 0.377647058824
gnai1 mapk3 0.555882352941
gnai1 mapk1 0.557647058824
gnai1 mapk6 0.388823529412
gnai1 mapk7 0.395294117647
gnai1 mapk4 0.388823529412
apoa1a bmp1a 0.531764705882
fgfr4 pnpla7b 0.335294117647
ccnd1 pi4kaa 0.37541486094
rargb rela 0.333841381154
pnpla7b polr2c 0.407647058824
fgfr2 hrasb 0.370588235294
foxa2 foxo3b 0.400978868563
ywhag1 zgc:110250 0.352352941176
ppp3cca prkcg 0.361764705882
bmp7a tgfbr1a 0.374705882353
bmp7a tgfbr1b 0.355882352941
actb2 zgc:171775 0.352941176471
cdk1 mapk14b 0.376470588235
cdk1 mapk14a 0.444587016589
fyna zgc:162985 0.348823529412
cdc42l flt1 0.366470588235
cdc42l flt4 0.341176470588
ccna2 tubg1 0.585701964494
foxa2 vdrb 0.367775716241
acaca dnajc3 0.371764705882
cct5 polr3b 0.579693631754
acacb jak2a 0.509411764706
ilk rap1b 0.425336681912
gsk3b smc4 0.335412109601
hdac3 paics 0.562299846988
ppm1la src 0.348823529412
mapk3 prkca 0.600473850819
hfe2 tubg1 0.347307274387
acvr2aa bmpr1ba 0.636884275632
melk mtor 0.359210866785
gata5 wnt3a 0.399678132609
insrb rb1 0.366005205442
kdrl paics 0.484305518086
actb2 si:dkey-24p1.4 0.367058823529
skp1 zfand4 0.452352941176
fgf10a fgfr1a 0.7648485634
mapk3 smad1 0.593196701016
myb ube2ib 0.607207206776
musk ppm1lb 0.348823529412
fgf8a hdac1 0.354945367165
f1rbx7_danre ret 0.348823529412
acvr1l notch3 0.375416252291
unm_t30508 unm_t30926 0.411764705882
rac1a rhoq 0.535294117647
rac1a rhov 0.535340791882
rac1a rhof 0.531764705882
rac1a rhoh 0.532352941176
rac1a rhoj 0.533529411765
mapk6 si:ch211-163m16.1 0.508823529412
hdac3 rb1 0.694541050002
ccnd1 cdk5 0.782499741594
prkacba ywhag1 0.364705882353
mapk1 si:ch211-241j12.3 0.352941176471
hsp90aa1.2 zgc:86725 0.404705882353
mapk4 prkca 0.348235294118
mapk4 prkcg 0.348235294118
mapk12a rhoad 0.455882352941
mapk12a rhoae 0.455882352941
mapk12a rhoab 0.455882352941
mapk12a rhoac 0.455882352941
mapk12a rhoaa 0.455882352941
mapk12b rap1b 0.440588235294
rhoh ttn.1 0.448235294118
bmpr2a zap70 0.470468819967
flt4 pdp1 0.348823529412
egfra rras 0.33175647493
unm_m361 unm_t31148 0.373596797154
mapk6 psmb1 0.535294117647
dnajc3 si:dkey-110j1.3 0.374705882353
flt4 gata3 0.398565811499
flt4 gata6 0.389954241733
flt4 gata4 0.410562585562
bmpr1ab fsta 0.354748165755
gnao1a src 0.338823529412
bmpr1bb nkx2.7 0.346134786422
ctnna1 gna12 0.335882352941
bmpr2a ephb4a 0.400322518254
hdac4 rela 0.408170184229
rpl10 si:ch73-266o15.4 0.555294117647
mapk1 zgc:86709 0.357647058824
acta2 kdr 0.400365574612
gnao1b rhobtb1 0.344705882353
grb2a hrasb 0.575882352941
cdk5 rap1b 0.428247933585
rps18 zgc:110388 0.585882352941
acvr2b bmp2b 0.783978215717
gli1 lamc1 0.410060631543
akt2 gna13b 0.357930660367
f1rbx7_danre insrb 0.348823529412
met pnpla6 0.532636319833
fyna rb1 0.381764705882
ankrd52b hdac1 0.458823529412
7955.ensdarp00000098657 snrpb2 0.535294117647
rpl10 supt5h 0.359382147973
eftud2 nop56 0.480661661588
eftud2 nop58 0.486048788213
cct5 furina 0.421835055112
cad gart 0.774896940368
jak3 rac1b 0.392177321689
jak3 rac1a 0.482071898749
map3k3 mapk3 0.387058823529
rps28 zfand4 0.502941176471
acaca fgfr4 0.509411764706
mrps6 polr1c 0.462655530062
hspa9 polr1c 0.575354664517
hspa9 polr1a 0.397542539842
hsp90ab1 lrit3 0.438823529412
actl6a psmc6 0.499577533506
rps24 snapc1b 0.411764705882
actb2 pkn2 0.369411764706
fgf10a fgfr4 0.62441085015
rpa1 smarca4a 0.502030777102
mcm3 shank3b 0.364953315128
paics prkar1aa 0.346548314989
gsk3b smad5 0.422560517332
jak1 ppm1db 0.348823529412
ehmt1a mybl2b 0.412352941176
cdk1 psmc6 0.877916022502
bmp7a tbx4 0.346449658441
kdr mixl1 0.365758848803
fsta smad2 0.391794112675
fsta smad1 0.39827643798
fsta smad5 0.429308083067
fsta smad9 0.391313581794
mapk3 rhof 0.351176470588
mapk3 rhoq 0.351176470588
gnai2 rac1b 0.365294117647
nos1 nos2b 0.478823529412
rpl12 rpl3 0.931418670569
rpl12 rpl7 0.950584402788
gtf2b polr2gl 0.579411764706
ccnb1 smad9 0.355094605619
rhoac si:ch211-241j12.3 0.367058823529
mcm3 mtor 0.561639316877
actc1a plk1 0.353217684692
myo16 zgc:171775 0.374117647059
ctnnb2 rarga 0.33343909272
kita ptena 0.411457055365
kita ptenb 0.554688145726
gata4 jupa 0.335787656571
musk pnpla7a 0.335294117647
gli2a psmc6 0.666799112298
bmp2a gsk3b 0.333595997913
aldh1l1 ddx18 0.478802543828
bmp7a jun 0.373862586787
rhoua wnt3a 0.399803573584
aurka foxo3b 0.43060448913
aurka foxo3a 0.389865777407
bmp4 rela 0.591681499546
rhobtb2b zgc:171516 0.335882352941
gna13b ralbb 0.670397895824
actc1a fgfr2 0.420223838514
actc1a fgfr4 0.440021651546
shhb tgfb3 0.340652319993
ctnnb1 eftud2 0.488756415471
acvr2b smad3b 0.580600614072
acvr2b smad3a 0.711188899221
fgf10a hspa9 0.348964885594
egfra stat1b 0.397448139147
bmpr2a gdf11 0.472122225184
ptenb rem2 0.345177425775
jak2a jak3 0.599875245113
mapk14b si:dkey-24p1.4 0.351176470588
hspa8 tp53 0.431739110032
fgf4 kras 0.357499633284
fyna fynb 0.529411764706
polr2gl zgc:171795 0.587058823529
rpsa ywhag1 0.333944300099
egfra si:ch211-243j20.2 0.374705882353
smad2 vegfaa 0.409035493825
col1a1a pold1 0.368242454845
gata3 zap70 0.365579866552
ctnnb2 ywhag1 0.414794460488
insrb wnt3a 0.420698556777
si:dkey-264o13.1 si:zfos-824d4.1 0.397058823529
ddx27 dhx8 0.683568790905
nifk polr3b 0.452606333573
bmpr1ab spna2 0.349057461411
bmpr1ab chd 0.353088122466
prkcbb yes1 0.411674180518
acta1b musk 0.362438099353
7955.ensdarp00000062369 si:dkey-263f15.2 0.367058823529
actb2 rras 0.348823529412
fyna si:dkey-110j1.3 0.347647058824
szl tcf7l1a 0.405686607621
kdrl smad2 0.540559946529
h9gxw8_danre zgc:110250 0.522941176471
ctnna1 fynb 0.331764705882
ctnna1 fyna 0.331764705882
flt1 si:dkey-110j1.3 0.337058823529
gnat1 map3k3 0.403529411765
si:ch73-266o15.4 syk 0.372352941176
ddx18 hsp90ab1 0.401480834356
pnpla6 polr2c 0.407647058824
pnpla6 polr2b 0.375848818058
actr10 pikfyve 0.395294117647
actr10 hsp90ab1 0.404705882353
pikfyve rap1b 0.459411764706
hdac3 syk 0.35900906135
cct2 mysm1 0.356507192661
acvrl1 hfe2 0.34444531485
gna13b rac1b 0.440653982314
gna13b rac1a 0.659551388695
gna13b rac1l 0.562352941176
cad polr2c 0.451764705882
acta1a rac3a 0.444705882353
acta1a rac3b 0.444705882353
jak1 zgc:162985 0.348823529412
lrit3 si:ch211-163m16.1 0.359411764706
bmp1a loxl1 0.580046855744
jak3 ppm1lb 0.348823529412
jak3 ppm1la 0.348823529412
cdk5 fen1 0.430121017241
myhz2 rab11a 0.495294731016
msx1a pax9 0.635251124514
rps3 yars 0.386470588235
snrpc tubg1 0.338856698775
mtor ywhag1 0.523599553709
gnao1b wnt11r 0.529411764706
acvr2b furina 0.387022559232
cdk1 ihha 0.357570688616
hsp90ab1 mapk12b 0.545294117647
unm_m483 unm_m738 0.411764705882
acta1b rhoab 0.63596327954
acta1b rhoac 0.385294117647
acta1b rhoae 0.371764705882
jak2a syk 0.435746414463
ddx27 rpl23a 0.61897801285
foxo3b rb1 0.404318047879
insrb top2b 0.367441904465
unm_m361 unm_t30629 0.411764705882
fen1 ruvbl1 0.488036250095
gna13b map2k5 0.36844103853
acvr1l fgfr1a 0.35864338661
pak2a src 0.480182652824
igf1rb paics 0.455719021142
rac1a stat3 0.462350951245
acta1a rhogb 0.367058823529
sod2 wu:fi17d12 0.362941176471
pkn2 rab11a 0.459834717082
rac3a rhoac 0.537647058824
rac3a rhoaa 0.537647058824
rac3a rhoae 0.562352941176
chd fgf4 0.446301755311
src wnt4a 0.499339052635
egf zgc:110250 0.563529411765
grb2b mapk11 0.439411764706
pik3cb prkca 0.356470588235
ctnnb1 mcm7 0.360819501494
rps18 tcp1 0.545843531486
7955.ensdarp00000047205 fyna 0.381764705882
7955.ensdarp00000047205 fynb 0.381764705882
cdk5 si:ch211-163m16.1 0.364117647059
jun vegfaa 0.479650646684
h9gxw8_danre hrasb 0.512352941176
mapk1 notch1b 0.42729484635
pkn2 zgc:110141 0.361764705882
ehmt1a mapk12a 0.381176470588
ehmt1a mapk12b 0.381176470588
jak2a mapk1 0.629738506125
jak2a mapk3 0.612238556702
erbb2 shhb 0.409253346255
insra rras 0.362481804117
jak1 si:ch211-193e13.3 0.348823529412
erbb2 kita 0.364091163642
pnpla6 smarca4a 0.415521611645
bmp2a pax6a 0.42138877061
bmp2a pax6b 0.430984583515
bmp2b smad2 0.71145724104
bmp2b smad1 0.79484954122
bmp2b smad7 0.825564866679
bmp2b smad9 0.624095138444
mcm7 pola1 0.905142031765
msx1a nog3 0.441163569898
foxo3b insra 0.590227994865
loxa loxl1 0.758322739705
mapk1 rela 0.61062057803
acaca yars 0.372352941176
acta1b hdac4 0.478086204972
acta1b hdac6 0.345670438008
acta1b hdac1 0.55464776661
acta1b hdac3 0.459524959306
mybl2b wu:fi34d11 0.474117647059
chd4a polr1a 0.392941176471
cacna1ab rhoab 0.347865790137
ctnnb1 lef1 0.715039209031
acta2 mapk1 0.422262037662
acta2 mapk3 0.438999664025
acta2 mapk4 0.352941176471
acta2 mapk7 0.374705882353
acta2 mapk6 0.366470588235
impdh1b uckl1a 0.424117647059
impdh1b uckl1b 0.424117647059
adora2b rps24 0.411764705882
pnpla6 prkacb 0.485882352941
nos2b si:ch73-97e20.2 0.344705882353
gnat2 wnt11r 0.696703593301
unm_m565 unm_t31148 0.373596797154
impdh1b snu13b 0.838823529412
aclya hadhab 0.481764705882
actb1 si:ch211-163m16.1 0.378823529412
vegfaa vegfab 0.720917028259
mcm7 psmc6 0.333601494082
rac2 wu:fb65b05 0.554705882353
nhp2l1a rpl5a 0.547058823529
acaca pik3cb 0.439411764706
rhoab rps27a 0.539411764706
akt3 gnat1 0.335294117647
akt3 gnat2 0.343529411765
ephb4a pak2a 0.46566306554
fgf10a notch2 0.442715747813
fgf10a notch3 0.356815911472
kita sox10 0.365856925218
mapk13 ptenb 0.374705882353
pkn2 smarca5 0.395557202576
gata6 mtor 0.437525408381
rpl23a rps28 0.78913471934
rpl23a rps24 0.625045731333
fgfr1a gli2b 0.343385382608
fgfr1a gli2a 0.372105506787
egfra frk 0.434195610637
cct3 dhx8 0.354802419324
hdac1 smo 0.404335665837
crkl pik3ca 0.371764705882
aldh7a1 impdh2 0.396945058943
jak1 wnt4a 0.383174613151
7955.ensdarp00000062369 pcna 0.345882352941
cnr2 gnai2 0.549411764706
mapk14b pikfyve 0.401764705882
hsp90ab1 pold1 0.37657448286
hdac1 pkn2 0.335395526247
eif4a1a fen1 0.429491227333
hspa5 tcp1 0.76583676651
polr3b si:ch211-163m16.1 0.549411764706
fgf10b hspa9 0.453968964794
7955.ensdarp00000107775 bmpr2b 0.402352941176
pnpla7b polr1a 0.332941176471
pnpla7b polr1c 0.407647058824
kras rhoua 0.460253536917
pak2a tp53 0.595957818725
grb2b zgc:110250 0.576470588235
erbb2 jak3 0.416169671794
erbb2 jak1 0.442640260029
cct5 pola1 0.480477744492
mapk15 ppm1lb 0.405882352941
ephb4a gata4 0.444008033971
cad si:ch211-241j12.3 0.387058823529
jak2a ppm1ba 0.348823529412
gnai1 prkacba 0.441176470588
hsp90aa1.1 melk 0.427843512629
rhoae si:dkey-24p1.4 0.530588235294
gdf11 rgmd 0.331659815214
gnai1 map3k2 0.403529411765
gnai1 map3k3 0.403529411765
eif4a1a ncbp2 0.67570213945
crk vegfab 0.65814218262
crk vegfaa 0.619005201816
psmc6 shank3b 0.401388743745
polr1a si:ch211-163m16.1 0.532941176471
gart met 0.33582834427
ankrd52b rhoad 0.423529411765
ankrd52b rhoac 0.423529411765
ankrd52b rhoab 0.423529411765
ankrd52b rhoaa 0.423529411765
rps27a wnt3a 0.537058823529
ehmt2 insrb 0.549233968673
ehmt2 insra 0.460636552393
mybl2b top2b 0.45886925512
kdr si:ch73-97e20.2 0.334705882353
si:ch73-266o15.4 zfand4 0.362941176471
rac3b wu:fb65b05 0.521764705882
insb mtor 0.441476107722
prkcbb rab11a 0.440405860013
lrguk nos1 0.410588235294
cdk2 rras 0.338235294118
ctnnb1 h9gxw8_danre 0.379411764706
cct7 rrm1 0.423387789921
mcm7 ruvbl1 0.665883317468
jak2a pptc7 0.348823529412
mapk14a si:ch211-163m16.1 0.508823529412
hsp70l tp53 0.451068309066
acvrl1 ctnnb1 0.42162973103
mapk12b si:ch73-97e20.2 0.342941176471
insrb smc4 0.381122743628
map2k5 prkar1aa 0.402510328762
dhx8 rps18 0.354269074962
dhx8 rps14 0.376232950497
dhx8 rps15 0.348957266099
dhx8 rps12 0.384689781322
hsp90aa1.1 impdh2 0.333041112141
dicer1 rpl23a 0.348964082996
cdh23 nos1 0.488650641635
ehmt1a src 0.374117647059
csf1ra tab1 0.353529411765
insra ralbb 0.438869447864
gnat2 prkcbb 0.505915212769
fgfr2 kras 0.53013625556
igf1ra src 0.427363069268
pnpla6 top2b 0.491202435782
rpl23a rpl7l1 0.844542723646
eftud2 pwp2h 0.34766601011
ctnnd1 si:ch73-362f1.1 0.512941176471
mtor prkca 0.451188936368
mtor prkcg 0.447358460663
polr1c si:ch211-272n13.7 0.404705882353
ctnnb2 met 0.558872451038
pi4kaa tp53 0.385171694511
musk ppm1aa 0.348823529412
cdk1 ube2ib 0.359510616265
kif7 rhoab 0.363094759711
gnb1a rac1l 0.356470588235
gnb1a rac1b 0.39
prkca stat1b 0.664705882353
rps18 rpsa 0.911701145521
rps18 rps3 0.799485584672
rps18 rps5 0.941417406403
notch2 rhoab 0.354607861397
prkar1aa rap1b 0.362196149275
jak3 si:ch211-15p9.2 0.348823529412
actb2 spna2 0.416470588235
col11a2 fgfr2 0.384602975448
hsp90ab1 kita 0.579747651743
cdh23 mapk3 0.365922037069
shha smad7 0.337310057894
shha smad5 0.484659727217
shha smad2 0.373657831628
shha smad1 0.428902441179
ehmt1b lrguk 0.458823529412
osr2 wdr90 0.357058823529
col1a1a mybl2b 0.357224825753
acta1b junba 0.444534737743
kdr pnpla7b 0.335294117647
actn2b acvr2b 0.354093134119
polr3b zgc:112305 0.585294117647
bmp2a tgfbr2b 0.406020970742
hspa9 shank3b 0.422516384259
hspa9 polr2b 0.380466261655
cdk5 syk 0.429684951963
csf1ra cx43 0.345327828943
mapk13 rhobtb1 0.351176470588
gsk3b psmb1 0.784681252557
gli2a skp1 0.685897503337
cx43 junba 0.38476394733
ppm1la si:dkey-260c8.4 0.361764705882
bmp4 loxa 0.410458996049
cdk1 psmb1 0.760394316544
fras1 lama5 0.602722846908
dhx8 hsp90ab1 0.450809404554
rap1b shank3b 0.479923639092
rb1 smarca5 0.438196180878
mapk12a pak2a 0.566470588235
hsp90aa1.1 ube2ib 0.359178719714
cct5 fbl 0.500885614019
cct2 impdh1a 0.646277843827
hspa9 impdh1b 0.42084861898
hspa9 impdh1a 0.571873095762
rac2 rhoq 0.533529411765
rac2 rhov 0.532627273833
rac2 rhoj 0.533529411765
rac2 rhoh 0.533529411765
rac2 rhof 0.532352941176
cdc42 rhoab 0.766349840805
cct5 rpl5a 0.479278113253
brd2a brd3a 0.411764705882
notch1b syk 0.490916966095
polr1c zgc:110388 0.574705882353
ctnnd1 rac3b 0.347058823529
cltca wnt3a 0.423637944795
gsk3b nos1 0.422318885848
akt3 rhoac 0.406470588235
akt3 rhoaa 0.417058823529
akt3 rhoae 0.405294117647
akt3 rhoad 0.409411764706
fgfr2 ppm1nb 0.348823529412
fgfr2 ppm1na 0.348823529412
impdh1b prkcg 0.594705882353
hsp90aa1.2 ret 0.374420189222
ilk ttn.1 0.514904177524
mapk11 zgc:162985 0.405882352941
chd grem2b 0.476103600406
jak1 si:ch211-15p9.2 0.348823529412
acacb fyna 0.509411764706
acacb fynb 0.509411764706
insrb pik3cb 0.451176470588
insrb pik3ca 0.453529411765
brd2a crk 0.411764705882
notch3 tp53 0.450658070304
mapk14a pdgfrb 0.395563518845
bmp4 flt1 0.414123280724
smad2 tp53 0.339620477477
aldh1l1 dhx8 0.371888371152
epor ret 0.343362303817
gli2a gli3 0.510653772454
ptena ptenb 0.781816382733
cad ruvbl1 0.776723250836
dkc1 rpl5a 0.572437378151
aldh1a2 bmp2b 0.400437217081
gata4 kdrl 0.623386705305
smad5 smad9 0.533801541573
smad5 smad7 0.725844180834
cdk1 rac1b 0.512619949475
cdk1 rac1a 0.543465246452
acacb hsp70l 0.371764705882
insrb ttn.1 0.383797107139
aurkb notch1b 0.346042532625
nifk polr2d 0.335628580963
nifk polr2b 0.44556942356
acta1a tnnc1a 0.454705882353
polr2f si:ch211-163m16.1 0.552352941176
polr3b wdr12 0.65694534527
cdk1 melk 0.649459172956
pik3cb src 0.568235294118
polr2f prpf31 0.537058823529
rhoae ttn.1 0.448235294118
pafah1b1a rap1b 0.333494798132
hsp70l notch3 0.490636292575
hsp70l notch2 0.431589467066
akt3a prkacb 0.33
pik3ca ptena 0.58
mapk7 si:dkey-260c8.4 0.38
rac1l rem2 0.397058823529
kras stn 0.35374551703
rac3a rap1aa 0.401176470588
nos1 tp53 0.365015661124
hdac6 wu:fi34d11 0.554117647059
map2k5 si:dkey-260c8.4 0.481764705882
jupa smarca5 0.505748836096
jupa smarca2 0.407058823529
actc1a rac2 0.493487246694
prkca rras 0.53641197872
cacna1c rhoab 0.394991226907
unm_m565 unm_t30926 0.411764705882
acacb psmb1 0.493529411765
kita tp53 0.590024602353
frk top2b 0.350007501445
prkcbb rhobtb2b 0.427058823529
ptenb rhoad 0.340588235294
ptenb rhoae 0.347058823529
ptenb rhoaa 0.411764705882
gata4 pola1 0.414754042416
rpl12 tcp1 0.499026499217
f1rbx7_danre musk 0.348823529412
col1a1a myo5b 0.346934077354
pak2a pax6a 0.344173525333
acta1a pola1 0.337647058824
dkc1 eftud2 0.460831197373
actc1a myo16 0.452352941176
map3k2 plk1 0.340588235294
gsk3b pola1 0.452039107012
fgf10b msx1a 0.347012074481
dhx8 snrpb2 0.536470588235
polr2d polr2eb 0.586470588235
mapk12a si:ch73-97e20.2 0.342941176471
dhx8 pdgfrb 0.371783212879
7955.ensdarp00000047205 gnao1b 0.344705882353
7955.ensdarp00000047205 gnao1a 0.405882352941
mysm1 zgc:86725 0.427058823529
acta2 pcna 0.348823529412
ctnnb1 vdra 0.350306248958
ctnnb1 vdrb 0.404473621863
foxo3b rel 0.3326422083
ctnnb1 rac1b 0.498918730212
ctnnb1 rac1a 0.721109412764
cltca csf1ra 0.344234134913
actl6a nos1 0.374403996293
nop56 snrpd1 0.795571328683
frem2a slc24a5 0.442217281898
fgf8a fgfr1a 0.753019605043
hsp90aa1.1 shank3b 0.372354392924
rac3b zgc:171775 0.351176470588
eftud2 rpl7l1 0.734467156438
ak2 paics 0.400408129477
musk wnt4a 0.590408439667
si:dkey-4p15.3 snu13b 0.543529411765
ccna2 rps27a 0.551176470588
cdc42 dvl2 0.45956211064
fgf4 kita 0.529532790253
met rhobtb2b 0.368823529412
gata6 slc8a4a 0.352332228512
brd2b vps45 0.411764705882
gsk3b vegfab 0.465163070931
si:ch211-149b19.3 zap70 0.348823529412
cib2 kdrl 0.330185554213
cdc42l rras 0.344705882353
akt2 nfkb2 0.367972458744
actc1b gli3 0.35734750076
aurkb rrm1 0.739479226074
ak2 tnnt2d 0.411764705882
desma pkn2 0.430700053306
fgf4 hspa5 0.403191977667
cps1 rps11 0.336926582724
acvr1ba chd 0.395417362341
hadhaa impdh2 0.355882352941
ctnnd1 pi4kaa 0.40612646302
tcp1 umps 0.388235294118
cdk1 shhb 0.337295282331
cdk1 shha 0.4510140831
acacb prkab1a 0.548823529412
acacb prkab1b 0.570588235294
mapk3 rap1b 0.708782139923
fgfr1a paics 0.53223530699
nkx2.2a sox10 0.351550648275
acvr1l gsk3b 0.356532642523
crk pik3ca 0.376470588235
jak2a prkca 0.706470588235
7955.ensdarp00000047205 actb1 0.433529411765
